,Portfolio Name,Portfolio WeightList,Portfolio Volatility,PortFolio Returns
86,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,14.2:12.25:5.67:2.51:2.97:9.36:17.17:7.56:12.77:15.55,0.18975139701573307,0.2378375311657203
87,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,4.77:2.61:3.13:25.11:9.33:1.54:16.09:16.75:17.87:2.81,0.19114446106932154,0.2133303591207885
88,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,17.69:13.97:10.07:0.65:1.34:2.92:11.98:3.26:19.76:18.36,0.195509269320486,0.24375659675193118
89,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.99:18.02:4.13:2.9:6.6:11.03:0.78:15.44:11.39:18.72,0.19832964953127308,0.2527778542905042
90,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.82:15.86:13.42:8.65:15.14:11.16:3.63:9.55:2.11:9.66,0.20052237987692315,0.2401523648720547
91,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,13.29:16.92:1.38:1.8:15.88:18.38:1.29:8.14:14.59:8.34,0.21824021629315765,0.2414324197450697
92,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,2.22:13.34:14.69:3.44:11.45:13.03:15.64:10.98:7.29:7.92,0.20385532435612017,0.2285675616333207
93,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,1.87:0.69:5.98:13.69:7.34:14.32:17.78:4.56:13.94:19.83,0.21347163872028763,0.21390478371703525
94,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,12.16:2.13:13.28:12.63:8.03:13.02:8.67:11.47:8.29:10.32,0.1942607094101719,0.22292302414841572
95,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,13.44:1.35:18.58:5.92:16.44:10.28:1.33:14.6:2.36:15.7,0.21455323131037468,0.2335261274126075
96,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,2.89:3.93:12.27:9.97:15.86:7.55:6.52:13.74:14.98:12.29,0.2076264112324537,0.22403877253035115
97,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.26:6.98:16.25:4.76:7.41:11.88:13.48:10.83:16.16:1.99,0.1954264085006994,0.22168684257399526
98,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,2.74:14.78:7.1:14.41:6.59:3.61:9.12:16.65:13.82:11.19,0.18753931048622882,0.23553238002586988
99,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,13.07:16.32:15.32:1.62:11.57:1.32:4.82:17.18:5.59:13.19,0.19358074478417264,0.2516430398465397
100,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,11.93:9.18:0.8:8.69:14.07:10.28:14.37:7.67:10.45:12.56,0.2003379716310994,0.23116515035977098
101,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,0.95:6.66:1.16:16.74:7.42:10.69:9.13:21.92:11.9:13.42,0.19986052482307992,0.22777450132999927
102,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,0.82:12.71:4.64:1.02:8.89:16.98:20.12:8.87:11.33:14.62,0.21453030242010002,0.22858327481593468
103,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,5.6:19.09:13.63:15.75:1.6:12.75:6.41:3.04:1.67:20.46,0.1959168303413736,0.2398040711638099
104,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,6.84:6.29:2.16:20.24:3.7:14.78:1.05:12.63:21.1:11.21,0.19829148516905068,0.22350448472838896
105,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,12.25:6.05:15.79:18.61:1.29:0.02:14.39:9.53:17.43:4.63,0.18411148553440612,0.22078879547544386
106,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,16.45:9.28:5.5:9.29:13.29:9.75:8.5:3.11:15.2:9.62,0.19633496657812166,0.2305008224979555
